prestashop_product_id,shobi_code,inspired_by,fragrantica_id,fragrantica_url,image_url,local_path,status,detail
4822,215-CRD,Silver Mountain Water,472,https://www.fragrantica.com/perfume/Creed/Silver-Mountain-Water-472.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.472.avif,perfume-images/472.avif,DOWNLOADED,image/avif
1117,214-CRD,Original Santal,473,https://www.fragrantica.com/perfume/Creed/Original-Santal-473.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.473.avif,perfume-images/473.avif,DOWNLOADED,image/avif
1114,210-CRD,GREEN IRISH TWEED,474,https://www.fragrantica.com/perfume/Creed/Green-Irish-Tweed-474.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.474.avif,perfume-images/474.avif,DOWNLOADED,image/avif
3565,2131-CRD,Neroli Sauvage,475,https://www.fragrantica.com/perfume/Creed/Neroli-Sauvage-475.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.475.avif,perfume-images/475.avif,DOWNLOADED,image/avif
3670,2177-SERG,UN BOIS VANILLE - SERGE LUTENS,478,https://www.fragrantica.com/perfume/Serge-Lutens/Un-Bois-Vanille-478.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.478.avif,perfume-images/478.avif,DOWNLOADED,image/avif
190,1098-DOL,Pour Homme 1994,483,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Gabbana-pour-Homme-1994-483.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.483.avif,perfume-images/483.avif,DOWNLOADED,image/avif
659,570-DOL,(RED CUP),484,https://www.fragrantica.com/perfume/Dolce-Gabbana/D-G-484.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.484.avif,perfume-images/484.avif,DOWNLOADED,image/avif
647,557-DOL,LIGHT BLUE,485,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.485.avif,perfume-images/485.avif,DOWNLOADED,image/avif
187,1095-DOL,LIGHT BLUE MAN,485,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.485.avif,perfume-images/485.avif,DOWNLOADED,image/avif
654,565-DOL,SICILY,486,https://www.fragrantica.com/perfume/Dolce-Gabbana/Sicily-486.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.486.avif,perfume-images/486.avif,DOWNLOADED,image/avif
5082,2815-DOL,By for women,489,https://www.fragrantica.com/perfume/Dolce-Gabbana/By-489.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.489.avif,perfume-images/489.avif,DOWNLOADED,image/avif
185,1092-DOL,BY,490,https://www.fragrantica.com/perfume/Dolce-Gabbana/By-490.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.490.avif,perfume-images/490.avif,DOWNLOADED,image/avif
665,576-DON,black cashmere dkny,495,https://www.fragrantica.com/perfume/Donna-Karan/Black-Cashmere-495.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.495.avif,perfume-images/495.avif,DOWNLOADED,image/avif
666,577-DON,CASHMERE MIST - DKNY,496,https://www.fragrantica.com/perfume/Donna-Karan/Cashmere-Mist-496.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.496.avif,perfume-images/496.avif,DOWNLOADED,image/avif
2382,1504-DON,BE DELICIOUS ΜΑΙ ΤΑΙ - DKNY,498,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Delicious-498.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.498.avif,perfume-images/498.avif,DOWNLOADED,image/avif
663,574-DON,BE DELICIOUS - DKNY,498,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Delicious-498.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.498.avif,perfume-images/498.avif,DOWNLOADED,image/avif
590,494-CHA,Allure,502,https://www.fragrantica.com/perfume/Chanel/Allure-502.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.502.avif,perfume-images/502.avif,DOWNLOADED,image/avif
161,1064-CHA,ALLURE FOR MEN,502,https://www.fragrantica.com/perfume/Chanel/Allure-502.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.502.avif,perfume-images/502.avif,DOWNLOADED,image/avif
667,578-DON,DKNY,504,https://www.fragrantica.com/p/504,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.504.avif,perfume-images/504.avif,DOWNLOADED,image/avif
193,1102-DAV,man cool water davidoff,507,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-507.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.507.avif,perfume-images/507.avif,DOWNLOADED,image/avif
660,571-DAV,woman cool water davidoff,508,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-508.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.508.avif,perfume-images/508.avif,DOWNLOADED,image/avif
306,1225-PAC,BLACK XS for men,514,https://www.fragrantica.com/perfume/Rabanne/Black-XS-514.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.514.avif,perfume-images/514.avif,DOWNLOADED,image/avif
896,855-NIN,PREMIER JOUR,520,https://www.fragrantica.com/perfume/Nina-Ricci/Premier-jour-520.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.520.avif,perfume-images/520.avif,DOWNLOADED,image/avif
313,1235-PAC,ULTRAVIOLET for men,521,https://www.fragrantica.com/perfume/Paco-Rabanne/Ultraviolet-521.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.521.avif,perfume-images/521.avif,DOWNLOADED,image/avif
311,1232-PAC,,526,https://www.fragrantica.com/perfume/Rabanne/Paco-Rabanne-Pour-Homme-526.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.526.avif,perfume-images/526.avif,DOWNLOADED,image/avif
698,614-EST,BEAUTIFUL - ESTEE LAUDER,528,https://www.fragrantica.com/perfume/Estee-Lauder/Beautiful-528.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.528.avif,perfume-images/528.avif,DOWNLOADED,image/avif
699,616-EST,BEYOND PARADISE - ESTEE LAUDER,530,https://www.fragrantica.com/perfume/Estee-Lauder/Beyond-Paradise-530.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.530.avif,perfume-images/530.avif,DOWNLOADED,image/avif
210,1117-EST,INTUITION - ESTEE LAUDER,533,https://www.fragrantica.com/p/533,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.533.avif,perfume-images/533.avif,DOWNLOADED,image/avif
712,629-EST,PLEASURES - ESTEE LAUDER,536,https://www.fragrantica.com/perfume/Estee-Lauder/Pleasures-536.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.536.avif,perfume-images/536.avif,DOWNLOADED,image/avif
707,624-EST,INTUITION - ESTEE LAUDER,541,https://www.fragrantica.com/perfume/Estee-Lauder/Intuition-541.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.541.avif,perfume-images/541.avif,DOWNLOADED,image/avif
720,638-EST,WHITE LINEN - ESTEE LAUDER,542,https://www.fragrantica.com/perfume/Estee-Lauder/White-Linen-542.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.542.avif,perfume-images/542.avif,DOWNLOADED,image/avif
706,623-EST,ESTEE - ESTEE LAUDER,544,https://www.fragrantica.com/perfume/Estee-Lauder/Estee-544.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.544.avif,perfume-images/544.avif,DOWNLOADED,image/avif
705,622-EST,CINNABAR - ESTEE LAUDER,546,https://www.fragrantica.com/perfume/Estee-Lauder/Cinnabar-546.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.546.avif,perfume-images/546.avif,DOWNLOADED,image/avif
714,631-EST,PRIVATE COLLECTION - ESTEE LAUDER,547,https://www.fragrantica.com/perfume/Estee-Lauder/Private-Collection-547.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.547.avif,perfume-images/547.avif,DOWNLOADED,image/avif
708,625-EST,KNOWING - ESTEE LAUDER,548,https://www.fragrantica.com/perfume/Estee-Lauder/Knowing-548.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.548.avif,perfume-images/548.avif,DOWNLOADED,image/avif
2145,637-EST,SPELLBOUND - ESTEE LAUDER,552,https://www.fragrantica.com/perfume/Est-e-Lauder/SpellBound-552.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.552.avif,perfume-images/552.avif,DOWNLOADED,image/avif
4264,2534-ARM,Sensi,557,https://www.fragrantica.com/perfume/Giorgio-Armani/Sensi-557.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.557.avif,perfume-images/557.avif,DOWNLOADED,image/avif
362,1286-YZLO,OPIUM POUR HOMME,562,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Opium-Pour-Homme-562.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.562.avif,perfume-images/562.avif,DOWNLOADED,image/avif
254,1166-HUG,HUGO DARK BLUE - HUGO BOSS,564,https://www.fragrantica.com/perfume/Hugo-Boss/Hugo-Dark-Blue-564.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.564.avif,perfume-images/564.avif,DOWNLOADED,image/avif
3175,1167-HUG,HUGO - HUGO BOSS,570,https://www.fragrantica.com/perfume/Hugo-Boss/Hugo-570.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.570.avif,perfume-images/570.avif,DOWNLOADED,image/avif
252,1164-HUG,ELEMENTS - HUGO BOSS,571,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Elements-571.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.571.avif,perfume-images/571.avif,DOWNLOADED,image/avif
197,1106-DAV,zino davidoff,590,https://www.fragrantica.com/perfume/Davidoff/Zino-Davidoff-590.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.590.avif,perfume-images/590.avif,DOWNLOADED,image/avif
118,1016-AZZ,VISIT AZZARO,598,https://www.fragrantica.com/perfume/Azzaro/Visit-For-Men-598.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.598.avif,perfume-images/598.avif,DOWNLOADED,image/avif
114,1012-ARA,HAVANA,599,https://www.fragrantica.com/perfume/Aramis/Havana-599.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.599.avif,perfume-images/599.avif,DOWNLOADED,image/avif
524,418-BRI,FANTASY - BRITNEY SPEARS,600,https://www.fragrantica.com/perfume/Britney-Spears/Fantasy-600.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.600.avif,perfume-images/600.avif,DOWNLOADED,image/avif
1789,495-CHA,ALLURE SENSUELLE,606,https://www.fragrantica.com/perfume/Chanel/Allure-Sensuelle-606.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.606.avif,perfume-images/606.avif,DOWNLOADED,image/avif
162,1065-CHA,ALLURE HOMME SPORT,607,https://www.fragrantica.com/perfume/Chanel/Allure-Homme-Sport-607.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.607.avif,perfume-images/607.avif,DOWNLOADED,image/avif
597,502-CHA,No 5,608,https://www.fragrantica.com/perfume/Chanel/Chanel-N--5-608.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.608.avif,perfume-images/608.avif,DOWNLOADED,image/avif
600,505-CHA,COCO EAUDEPARFUM,609,https://www.fragrantica.com/p/609,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.609.avif,perfume-images/609.avif,DOWNLOADED,image/avif
592,497-CHA,CHANCE,610,https://www.fragrantica.com/perfume/Chanel/Chance-610.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.610.avif,perfume-images/610.avif,DOWNLOADED,image/avif
601,506-CHA,COCON MADEM,611,https://www.fragrantica.com/p/611,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.611.avif,perfume-images/611.avif,DOWNLOADED,image/avif
166,1069-CHA,Egoiste,613,https://www.fragrantica.com/perfume/Chanel/Egoiste-613.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.613.avif,perfume-images/613.avif,DOWNLOADED,image/avif
167,1070-CHA,EGOISTE PLATINUM,614,https://www.fragrantica.com/perfume/Chanel/Egoiste-Platinum-614.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.614.avif,perfume-images/614.avif,DOWNLOADED,image/avif
163,1066-CHA,Antaeus,616,https://www.fragrantica.com/perfume/Chanel/Antaeus-616.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.616.avif,perfume-images/616.avif,DOWNLOADED,image/avif
2612,1763-JILS,sun jil sander,618,https://www.fragrantica.com/perfume/Jil-Sander/Sun-618.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.618.avif,perfume-images/618.avif,DOWNLOADED,image/avif
4394,2604-JILS,Sun Men Jil Sander,619,https://www.fragrantica.com/perfume/Jil-Sander/Sun-Men-619.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.619.avif,perfume-images/619.avif,DOWNLOADED,image/avif
1913,802-LBI,venezia laura biagiotti aroma,625,https://www.fragrantica.com/perfume/Laura-Biagiotti/Venezia-625.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.625.avif,perfume-images/625.avif,DOWNLOADED,image/avif
2826,1756-LBI,roma laura biagiotti,628,https://www.fragrantica.com/perfume/Laura-Biagiotti/Roma-628.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.628.avif,perfume-images/628.avif,DOWNLOADED,image/avif
2285,1488-LBI,roma uomo laura biagiotti,629,https://www.fragrantica.com/p/629,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.629.avif,perfume-images/629.avif,DOWNLOADED,image/avif
975,944-VER,CRYSTAL NOIR,631,https://www.fragrantica.com/perfume/Versace/Crystal-Noir-631.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.631.avif,perfume-images/631.avif,DOWNLOADED,image/avif
974,943-VER,BRIGHT CRYSTAL,632,https://www.fragrantica.com/perfume/Versace/Bright-Crystal-632.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.632.avif,perfume-images/632.avif,DOWNLOADED,image/avif
348,1272-VER,BLUE JEANS,637,https://www.fragrantica.com/perfume/Versace/Blue-Jeans-637.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.637.avif,perfume-images/637.avif,DOWNLOADED,image/avif
4363,2529-VER,L'Homme,647,https://www.fragrantica.com/p/647,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.647.avif,perfume-images/647.avif,DOWNLOADED,image/avif
334,1257-SFER,ferragamo pour homme,659,https://www.fragrantica.com/p/659,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.659.avif,perfume-images/659.avif,DOWNLOADED,image/avif
2719,1840-JOO,all about eve joop,660,https://www.fragrantica.com/p/660,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.660.avif,perfume-images/660.avif,DOWNLOADED,image/avif
758,686-GUR,INSOLENCE - GUERLAIN,667,https://www.fragrantica.com/perfume/Guerlain/Insolence-667.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.667.avif,perfume-images/667.avif,DOWNLOADED,image/avif
2769,1863-LAC,POUR FEMME - LACOSTE,669,https://www.fragrantica.com/p/669,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.669.avif,perfume-images/669.avif,DOWNLOADED,image/avif
282,1197-LAC,LACOSTE HOMME,670,https://www.fragrantica.com/perfume/Lacoste-Fragrances/Lacoste-Pour-Homme-670.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.670.avif,perfume-images/670.avif,DOWNLOADED,image/avif
755,681-GUC,Rush,686,https://www.fragrantica.com/perfume/Gucci/Gucci-Rush-686.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.686.avif,perfume-images/686.avif,DOWNLOADED,image/avif
2759,1864-GUC,Rush 2,687,https://www.fragrantica.com/perfume/Gucci/Gucci-Rush-2-687.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.687.avif,perfume-images/687.avif,DOWNLOADED,image/avif
233,1143-GUC,Envy for Men,688,https://www.fragrantica.com/perfume/Gucci/Envy-for-Men-688.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.688.avif,perfume-images/688.avif,DOWNLOADED,image/avif
4492,1145-GUC,pour Homme (2003),691,https://www.fragrantica.com/perfume/Gucci/Gucci-pour-Homme-2003-691.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.691.avif,perfume-images/691.avif,DOWNLOADED,image/avif
3510,2112-GUC,Rush Man,693,https://www.fragrantica.com/perfume/Gucci/Gucci-Rush-for-Men-693.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.693.avif,perfume-images/693.avif,DOWNLOADED,image/avif
655,566-DOL,The One,698,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-698.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.698.avif,perfume-images/698.avif,DOWNLOADED,image/avif
191,1099-DOL,The One,698,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-698.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.698.avif,perfume-images/698.avif,DOWNLOADED,image/avif
740,664-GIV,ANGE OU DEMON,701,https://www.fragrantica.com/perfume/Givenchy/Ange-ou-Demon-701.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.701.avif,perfume-images/701.avif,DOWNLOADED,image/avif
955,920-TMU,ANGEL,704,https://www.fragrantica.com/perfume/Mugler/Angel-704.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.704.avif,perfume-images/704.avif,DOWNLOADED,image/avif
338,1262-TMU,ANGEL,704,https://www.fragrantica.com/perfume/Mugler/Angel-704.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.704.avif,perfume-images/704.avif,DOWNLOADED,image/avif
337,1260-TMU,A*MEN,705,https://www.fragrantica.com/perfume/Mugler/A-Men-705.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.705.avif,perfume-images/705.avif,DOWNLOADED,image/avif
2219,1261-TMU,B*MEN,706,https://www.fragrantica.com/perfume/Mugler/B-Men-706.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.706.avif,perfume-images/706.avif,DOWNLOADED,image/avif
3341,924-TMU,Innocent,709,https://www.fragrantica.com/perfume/Mugler/Innocent-709.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.709.avif,perfume-images/709.avif,DOWNLOADED,image/avif
4391,2602-TMU,Angel Garden Of Stars - Violette Angel,712,https://www.fragrantica.com/perfume/Mugler/Angel-Garden-Of-Stars-Violette-Angel-712.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.712.avif,perfume-images/712.avif,DOWNLOADED,image/avif
4389,2600-TMU,Angel Lily,714,https://www.fragrantica.com/p/714,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.714.avif,perfume-images/714.avif,DOWNLOADED,image/avif
785,718-ISS,L'EAU D' ISSEY,720,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.720.avif,perfume-images/720.avif,DOWNLOADED,image/avif
784,717-ISS,CLASSIC - ISSEY MIYAKE,720,https://www.fragrantica.com/perfume/Issey-Miyake/L-eau-d-Issey-720.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.720.avif,perfume-images/720.avif,DOWNLOADED,image/avif
875,831-MOS,CHEAP & CHIC - MOSCHINO,727,https://www.fragrantica.com/perfume/Moschino/Cheap-Chic-727.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.727.avif,perfume-images/727.avif,DOWNLOADED,image/avif
876,832-MOS,CHEAP & CHIC I LOVE LOVE - MOSCHINO,728,https://www.fragrantica.com/perfume/Moschino/Cheap-Chic-I-Love-Love-728.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.728.avif,perfume-images/728.avif,DOWNLOADED,image/avif
302,1221-MOS,UOMO? - MOSCHINO,730,https://www.fragrantica.com/perfume/Moschino/Uomo-730.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.730.avif,perfume-images/730.avif,DOWNLOADED,image/avif
354,1278-YZLO,KOUROS,735,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Kouros-735.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.735.avif,perfume-images/735.avif,DOWNLOADED,image/avif
353,1277-YZLO,BODY KOUROS,736,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Body-Kouros-736.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.736.avif,perfume-images/736.avif,DOWNLOADED,image/avif
739,663-GIV,Amarige Mariage,757,https://www.fragrantica.com/perfume/Givenchy/Amarige-Mariage-757.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.757.avif,perfume-images/757.avif,DOWNLOADED,image/avif
939,904-SALV,dali parfum salvador dali,765,https://www.fragrantica.com/perfume/Salvador-Dali/Salvador-Dali-765.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.765.avif,perfume-images/765.avif,DOWNLOADED,image/avif
1919,903-SALV,notes LAGUNA - SALVADOR DALI,768,https://www.fragrantica.com/perfume/Salvador-Dali/Laguna-768.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.768.avif,perfume-images/768.avif,DOWNLOADED,image/avif
550,445-BLG,OMNIA AMETHYST,780,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Amethyste-780.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.780.avif,perfume-images/780.avif,DOWNLOADED,image/avif
2104,1017-AZZ,CHROME,788,https://www.fragrantica.com/perfume/Azzaro/Chrome-788.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.788.avif,perfume-images/788.avif,DOWNLOADED,image/avif
146,1047-CAL,EUPHORIA MEN - CALVIN KLEIN,799,https://www.fragrantica.com/perfume/Calvin-Klein/Euphoria-Men-799.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.799.avif,perfume-images/799.avif,DOWNLOADED,image/avif
532,426-BRB,BURBERRY LONDON,813,https://www.fragrantica.com/perfume/Burberry/London-813.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.813.avif,perfume-images/813.avif,DOWNLOADED,image/avif
128,1027-BRB,LONDON,813,https://www.fragrantica.com/perfume/Burberry/London-813.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.813.avif,perfume-images/813.avif,DOWNLOADED,image/avif
537,431-BRB,BURBERRY TOUCH,814,https://www.fragrantica.com/p/814,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.814.avif,perfume-images/814.avif,DOWNLOADED,image/avif
134,1033-BRB,Touch for Men,815,https://www.fragrantica.com/perfume/Burberry/Touch-for-Men-815.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.815.avif,perfume-images/815.avif,DOWNLOADED,image/avif
