shobi_code,name,fragrantica_id,final_status,reason
783-LAN,,35493,FID_MAPPED,
784-LAN,,45892,FID_MAPPED,
785-LAN,,53345,FID_MAPPED,
786-LAN,,59326,FID_MAPPED,
787-LAN,,174,FID_MAPPED,
788-LAN,,3746,FID_MAPPED,
789-LAN,,54193,FID_MAPPED,
790-LAN,,184,FID_MAPPED,
791-LAN,,11345,FID_MAPPED,
792-LAN,,39740,FID_MAPPED,
793-LAN,,29157,FID_MAPPED,
794-LAN,,48019,FID_MAPPED,
795-LAN,,52788,FID_MAPPED,
796-LAN,,171,FID_MAPPED,
797-LAN,,172,FID_MAPPED,
798-LAN,,11721,FID_MAPPED,
799-LANV,,988,FID_MAPPED,
800-LANV,,17701,FID_MAPPED,
801-LANV,,9405,FID_MAPPED,
802-LBI,,625,FID_MAPPED,
803-LAU,,18364,FID_MAPPED,
804-LOE,,6292,FID_MAPPED,
805-LOL,,455,FID_MAPPED,
806-LOL,,17936,FID_MAPPED,
807-LOL,,456,FID_MAPPED,
808-LOL,,28177,FID_MAPPED,
809-LTN,,40498,FID_MAPPED,
810-LTN,,40496,FID_MAPPED,
811-MAR,,1361,FID_MAPPED,
812-MAR,,25289,FID_MAPPED,
813-MAR,,31226,FID_MAPPED,
814-MAR,,14781,FID_MAPPED,
815-MAR,,18272,FID_MAPPED,
816-MAX,,204,FID_MAPPED,
817-MIC,,31341,FID_MAPPED,
818-MIC,,32739,FID_MAPPED,
819-MIC,,18161,FID_MAPPED,
820-MIC,,27497,FID_MAPPED,
821-MIC,,34276,FID_MAPPED,
822-MIC,,46182,FID_MAPPED,
823-MIC,,18160,FID_MAPPED,
824-MIC,,31343,FID_MAPPED,
825-MIC,,39459,FID_MAPPED,
826-MIS,,45063,FID_MAPPED,
827-MISN,,33017,FID_MAPPED,
828-MIY,,724,FID_MAPPED,
829-MNTB,,833,FID_MAPPED,
830-MNTB,,16059,FID_MAPPED,
831-MOS,,727,FID_MAPPED,
832-MOS,,728,FID_MAPPED,
833-MOS,,6146,FID_MAPPED,
834-MOS,,46867,FID_MAPPED,
835-MOS,,1215,FID_MAPPED,
836-MOS,,1616,FID_MAPPED,
837-MOS,,15209,FID_MAPPED,
838-MOS,,27957,FID_MAPPED,
840-NAO,,905,FID_MAPPED,
841-NRO,,42580,FID_MAPPED,
842-NRO,,14319,FID_MAPPED,
843-NRO,,209,FID_MAPPED,
844-NRO,,31509,FID_MAPPED,
845-NRO,,26127,FID_MAPPED,
846-NRO,,49331,FID_MAPPED,
847-NRO,,36679,FID_MAPPED,
848-NRO,,53441,FID_MAPPED,
849-NRO,,35713,FID_MAPPED,
850-NIN,,1014,FID_MAPPED,
851-NIN,,29668,FID_MAPPED,
852-NIN,,39376,FID_MAPPED,
853-NIN,,147,FID_MAPPED,
854-NIN,,56162,FID_MAPPED,
855-NIN,,520,FID_MAPPED,
856-NIN,,6382,FID_MAPPED,
857-ONE,,26663,FID_MAPPED,
858-PAC,,1138,FID_MAPPED,
859-PAC,,18898,FID_MAPPED,
860-PAC,,9045,FID_MAPPED,
861-PAC,,55787,FID_MAPPED,
862-PAC,,37699,FID_MAPPED,
863-PAC,,31666,FID_MAPPED,
864-PAC,,42890,FID_MAPPED,
865-PAC,,51424,FID_MAPPED,
866-PAC,,519,FID_MAPPED,
867-PAL,,1009,FID_MAPPED,
868-PARH,,32365,FID_MAPPED,
869-PIER,,22817,FID_MAPPED,
870-PIER,,28047,FID_MAPPED,
871-PIER,,15557,FID_MAPPED,
872-PRA,,12426,FID_MAPPED,
873-PRA,,24487,FID_MAPPED,
874-PRA,,44534,FID_MAPPED,
875-PRA,,34973,FID_MAPPED,
876-PRA,,31044,FID_MAPPED,
877-PRA,,5533,FID_MAPPED,
878-PRA,,38347,FID_MAPPED,
879-PRA,,1795,FID_MAPPED,
881-PRA,,6524,FID_MAPPED,
882-PRA,,1044,FID_MAPPED,
883-PRA,,39030,FID_MAPPED,
884-RAL,,14446,FID_MAPPED,
885-REP,,30159,FID_MAPPED,
886-RIH,,31629,FID_MAPPED,
887-RCAV,,17310,FID_MAPPED,
888-RCAV,,41717,FID_MAPPED,
889-RCAV,,31459,FID_MAPPED,
890-RCAV,,22902,FID_MAPPED,
891-RCAV,,26216,FID_MAPPED,
892-RCAV,,847,FID_MAPPED,
893-RCAV,,18833,FID_MAPPED,
894-RCAV,,28609,FID_MAPPED,
895-RCAV,,837,FID_MAPPED,
896-RCAV,,58538,FID_MAPPED,
897-RCAV,,22194,FID_MAPPED,
898-ROC,,1427,FID_MAPPED,
899-ROC,,43205,FID_MAPPED,
900-ROG,,17583,FID_MAPPED,
901-ROG,,3482,FID_MAPPED,
902-SALV,,970,FID_MAPPED,
903-SALV,,768,FID_MAPPED,
904-SALV,,,UNCLASSIFIED_NO_FID,NO_FID_AND_NOT_IN_TERMINAL_AUDIT
905-SFER,,46832,FID_MAPPED,
906-SFER,,28117,FID_MAPPED,
907-SFER,,13639,FID_MAPPED,
908-SFER,,32646,FID_MAPPED,
909-SFER,,26777,FID_MAPPED,
910-SARJ,,993,FID_MAPPED,
911-SEPH,,37955,FID_MAPPED,
912-SHIS,,1499,FID_MAPPED,
913-SIS,,1002,FID_MAPPED,
914-SIS,,23324,FID_MAPPED,
915-SIS,,42935,FID_MAPPED,
916-SOF,,31662,FID_MAPPED,
917-SWA,,26119,FID_MAPPED,
918-TMU,,6616,FID_MAPPED,
919-TMU,,15452,FID_MAPPED,
920-TMU,,704,FID_MAPPED,
921-TMU,,36416,FID_MAPPED,
922-TMU,,61519,FID_MAPPED,
923-TMU,,45639,FID_MAPPED,
924-TMU,,709,FID_MAPPED,
925-TMU,,8766,FID_MAPPED,
926-TOM,,3016,FID_MAPPED,
927-TOUZ,,17827,FID_MAPPED,
928-TRU,,16241,FID_MAPPED,
929-TRU,,13066,FID_MAPPED,
930-TRU,,3667,FID_MAPPED,
931-TRU,,883,FID_MAPPED,
932-TRU,,3058,FID_MAPPED,
933-TRU,,18802,FID_MAPPED,
934-TRU,,31030,FID_MAPPED,
935-TRU,,1038,FID_MAPPED,
936-VAL,,31411,FID_MAPPED,
937-VAL,,55805,FID_MAPPED,
938-VAL,,12770,FID_MAPPED,
939-VAL,,29901,FID_MAPPED,
941-VAN,,1102,FID_MAPPED,
942-VERW,,1596,FID_MAPPED,
943-VER,,632,FID_MAPPED,
944-VER,,631,FID_MAPPED,
945-VER,,28958,FID_MAPPED,
946-VER,,22819,FID_MAPPED,
947-VIC,,123334,FID_MAPPED,
948-VIC,,1460,FID_MAPPED,
949-VIC,,42905,FID_MAPPED,
950-VICT,,7990,FID_MAPPED,
952-VICT,,10190,FID_MAPPED,
953-VICT,,18315,FID_MAPPED,
954-VICT,,28811,FID_MAPPED,
955-VICT,,7993,FID_MAPPED,
956-VICT,,40201,FID_MAPPED,
957-VICT,,16003,FID_MAPPED,
958-VICT,,17699,FID_MAPPED,
959-VICT,,23244,FID_MAPPED,
960-VICT,,29526,FID_MAPPED,
961-VICT,,7988,FID_MAPPED,
962-VICT,,19029,FID_MAPPED,
963-VICT,,7989,FID_MAPPED,
964-VICT,,28256,FID_MAPPED,
965-VICT,,13261,FID_MAPPED,
966-VICT,,9730,FID_MAPPED,
967-VICT,,56837,FID_MAPPED,
968-VICT,,114425,FID_MAPPED,
969-VICT,,49007,FID_MAPPED,
970-VICT,,49008,FID_MAPPED,
971-VICT,,14635,FID_MAPPED,
972-VICT,,38834,FID_MAPPED,
973-VICT,,133200,FID_MAPPED,
975-YZLO,,58274,FID_MAPPED,
976-YZLO,,9394,FID_MAPPED,
977-YZLO,,25324,FID_MAPPED,
978-YZLO,,34503,FID_MAPPED,
979-YZLO,,92,FID_MAPPED,
980-YZLO,,1574,FID_MAPPED,
981-YZLO,,56077,FID_MAPPED,
983-YZLO,,15540,FID_MAPPED,
984-YZLO,,18785,FID_MAPPED,
985-YZLO,,38914,FID_MAPPED,
986-YZLO,,93,FID_MAPPED,
987-YZLO,,94,FID_MAPPED,
988-YZLO,,6493,FID_MAPPED,
989-YZLO,,96,FID_MAPPED,
990-YZLO,,18369,FID_MAPPED,
991-YZLO,,101,FID_MAPPED,
992-ZAD,,51198,FID_MAPPED,
993-ZAD,,45862,FID_MAPPED,
994-ZAD,,39358,FID_MAPPED,
995-ZAR,,16586,FID_MAPPED,
997-ABE,,3508,FID_MAPPED,
998-ABE,,38014,FID_MAPPED,
999-ABE,,37753,FID_MAPPED,
1000-ADO,,9783,FID_MAPPED,
1001-ANT,,26412,FID_MAPPED,
1003-ACQ,,31424,FID_MAPPED,
1004-ACQ,,43409,FID_MAPPED,
1005-ACQ,,1684,FID_MAPPED,
1006-ACQ,,15519,FID_MAPPED,
1007-ACQ,,25349,FID_MAPPED,
1008-ACQ,,45876,FID_MAPPED,
1009-ACQ,,38674,FID_MAPPED,
1010-ACQ,,9829,FID_MAPPED,
1011-ARA,,27572,FID_MAPPED,
1012-ARA,,599,FID_MAPPED,
1013-ARA,,39608,FID_MAPPED,
1014-AZZ,,829,FID_MAPPED,
1015-AZZ,,13965,FID_MAPPED,
1016-AZZ,,598,FID_MAPPED,
1017-AZZ,,788,FID_MAPPED,
1018-AZZ,,2959,FID_MAPPED,
1019-AZZ,,43131,FID_MAPPED,
1020-AZZ,,38686,FID_MAPPED,
1021-BOG,,7795,FID_MAPPED,
1022-BOT,,23524,FID_MAPPED,
1023-BOT,,29351,FID_MAPPED,
1024-BOU,,44720,FID_MAPPED,
1025-BRB,,29561,FID_MAPPED,
1026-BRB,,1115,FID_MAPPED,
1027-BRB,,813,FID_MAPPED,
1028-BRB,,7614,FID_MAPPED,
1029-BRB,,32565,FID_MAPPED,
1030-BRB,,49095,FID_MAPPED,
1031-BRB,,18903,FID_MAPPED,
1032-BRB,,4509,FID_MAPPED,
1033-BRB,,815,FID_MAPPED,
1034-BLG,,153,FID_MAPPED,
1035-BLG,,154,FID_MAPPED,
1036-BLG,,148,FID_MAPPED,
1037-BLG,,9403,FID_MAPPED,
1038-BLG,,17373,FID_MAPPED,
1039-BLG,,26358,FID_MAPPED,
1040-BLG,,150,FID_MAPPED,
1041-BLG,,143,FID_MAPPED,
1042-CAC,,2036,FID_MAPPED,
1043-CAL,,275,FID_MAPPED,
1044-CAL,,258,FID_MAPPED,
1045-CAL,,257,FID_MAPPED,
1046-CAL,,59021,FID_MAPPED,
1047-CAL,,799,FID_MAPPED,
1048-CAL,,249,FID_MAPPED,
1049-CAL,,276,FID_MAPPED,
1050-CAL,,22327,FID_MAPPED,
1051-CAL,,12520,FID_MAPPED,
1052-CAL,,23436,FID_MAPPED,
1053-CAR,,297,FID_MAPPED,
1054-CAR,,1054,FID_MAPPED,
1055-CAR,,30424,FID_MAPPED,
1056-CAR,,12865,FID_MAPPED,
1057-CAR,,35781,FID_MAPPED,
1058-CAR,,55449,FID_MAPPED,
1059-CRT,,307,FID_MAPPED,
1060-CRT,,39885,FID_MAPPED,
1061-CRT,,2446,FID_MAPPED,
1062-CRT,,3474,FID_MAPPED,
1063-CER,,1441,FID_MAPPED,
1064-CHA,,523,FID_MAPPED,
1065-CHA,,607,FID_MAPPED,
1066-CHA,,616,FID_MAPPED,
1067-CHA,,9099,FID_MAPPED,
1068-CHA,,37473,FID_MAPPED,
1069-CHA,,613,FID_MAPPED,
1070-CHA,,614,FID_MAPPED,
1071-DRC,,7092,FID_MAPPED,
1072-DRC,,48398,FID_MAPPED,
1073-DRC,,27417,FID_MAPPED,
1074-DRC,,235,FID_MAPPED,
1075-DRC,,231,FID_MAPPED,
1076-DRC,,228,FID_MAPPED,
1077-DRC,,987,FID_MAPPED,
1078-DRC,,233,FID_MAPPED,
1079-DRC,,234,FID_MAPPED,
1080-DRC,,230,FID_MAPPED,
1081-DRC,,22860,FID_MAPPED,
1082-DRC,,4033,FID_MAPPED,
1083-DRC,,86301,FID_MAPPED,
1085-DRC,,31861,FID_MAPPED,
1086-CLI,,373,FID_MAPPED,
1087-COM,,389,FID_MAPPED,
1088-COM,,395,FID_MAPPED,
1089-COM,,8991,FID_MAPPED,
1090-COS,,7047,FID_MAPPED,
1091-COS,,2305,FID_MAPPED,
1092-DOL,,490,FID_MAPPED,
1093-DOL,,28935,FID_MAPPED,
1094-DOL,,56358,FID_MAPPED,
1095-DOL,,1068,FID_MAPPED,
1096-DOL,,44035,FID_MAPPED,
1097-DOL,,23619,FID_MAPPED,
1098-DOL,,483,FID_MAPPED,
1099-DOL,,2056,FID_MAPPED,
1100-DOL,,50611,FID_MAPPED,
1101-DOL,,25154,FID_MAPPED,
1102-DAV,,507,FID_MAPPED,
1103-DAV,,6282,FID_MAPPED,
1104-DAV,,14564,FID_MAPPED,
1105-DAV,,28801,FID_MAPPED,
1106-DAV,,590,FID_MAPPED,
1107-DIE,,39383,FID_MAPPED,
1108-DIE,,5532,FID_MAPPED,
1109-DIE,,26131,FID_MAPPED,
1110-DSQ,,18592,FID_MAPPED,
1111-DSQ,,1936,FID_MAPPED,
1112-DSQ,,5862,FID_MAPPED,
1113-DSQ,,27438,FID_MAPPED,
1114-DUN,,38982,FID_MAPPED,
1115-ZEG,,95947,FID_MAPPED,
1116-ZEG,,28142,FID_MAPPED,
1117-EST,,533,FID_MAPPED,
1118-FAB,,15303,FID_MAPPED,
1119-FEN,,18154,FID_MAPPED,
1120-FER,,24450,FID_MAPPED,
1121-GFE,,803,FID_MAPPED,
1122-GFE,,6530,FID_MAPPED,
1123-ARM,,410,FID_MAPPED,
1124-ARM,,48138,FID_MAPPED,
1125-ARM,,14825,FID_MAPPED,
1126-ARM,,59532,FID_MAPPED,
1127-ARM,,29727,FID_MAPPED,
1128-ARM,,42895,FID_MAPPED,
1129-ARM,,24601,FID_MAPPED,
1130-ARM,,34761,FID_MAPPED,
1131-ARM,,414,FID_MAPPED,
1132-ARM,,1067,FID_MAPPED,
1133-ARM,,412,FID_MAPPED,
1134-ARM,,3793,FID_MAPPED,
1135-ARM,,416,FID_MAPPED,
1136-ARM,,45258,FID_MAPPED,
1137-ARM,,419,FID_MAPPED,
1138-GIV,,48476,FID_MAPPED,
1139-GIV,,17259,FID_MAPPED,
1140-GIV,,858,FID_MAPPED,
1141-GIV,,39,FID_MAPPED,
1142-GIV,,98247,FID_MAPPED,
1143-GUC,,688,FID_MAPPED,
1144-GUC,,3792,FID_MAPPED,
1145-GUC,,691,FID_MAPPED,
1146-GUC,,13075,FID_MAPPED,
1147-GUC,,11037,FID_MAPPED,
1148-GUC,,25946,FID_MAPPED,
1149-GUR,,25780,FID_MAPPED,
1150-GLA,,2069,FID_MAPPED,
1151-HAL,,3697,FID_MAPPED,
1152-HER,,25,FID_MAPPED,
1153-HER,,18183,FID_MAPPED,
1154-HER,,19,FID_MAPPED,
1155-HER,,2671,FID_MAPPED,
1156-HER,,17,FID_MAPPED,
1157-HER,,50672,FID_MAPPED,
1158-HER,,24060,FID_MAPPED,
1159-HUG,,385,FID_MAPPED,
1160-HUG,,383,FID_MAPPED,
1161-HUG,,31141,FID_MAPPED,
1162-HUG,,43331,FID_MAPPED,
1163-HUG,,11070,FID_MAPPED,
1164-HUG,,571,FID_MAPPED,
1165-HUG,,569,FID_MAPPED,
1166-HUG,,564,FID_MAPPED,
1167-HUG,,570,FID_MAPPED,
1168-HUG,,42484,FID_MAPPED,
1169-HUG,,31445,FID_MAPPED,
1171-HUG,,22528,FID_MAPPED,
1172-ISS,,721,FID_MAPPED,
1173-ISS,,43311,FID_MAPPED,
1174-JAC,,3804,FID_MAPPED,
1175-JAC,,1454,FID_MAPPED,
1176-GUL,,433,FID_MAPPED,
1177-GUL,,12711,FID_MAPPED,
1178-GUL,,55785,FID_MAPPED,
1179-GUL,,430,FID_MAPPED,
1180-GUL,,9502,FID_MAPPED,
1181-GUL,,30947,FID_MAPPED,
1182-JIM,,25977,FID_MAPPED,
1183-VAR,,2355,FID_MAPPED,
1184-JOO,,3100,FID_MAPPED,
1185-JOO,,1721,FID_MAPPED,
1186-JOO,,42887,FID_MAPPED,
1187-JOV,,7524,FID_MAPPED,
1188-KAR,,45857,FID_MAPPED,
1189-KEN,,18174,FID_MAPPED,
1190-KEN,,77,FID_MAPPED,
1191-KEN,,35459,FID_MAPPED,
1192-KEN,,1673,FID_MAPPED,
1193-KEN,,31206,FID_MAPPED,
1194-KIL,,46470,FID_MAPPED,
1195-LART,,1261,FID_MAPPED,
1196-LAC,,41265,FID_MAPPED,
1197-LAC,,670,FID_MAPPED,
1198-LAL,,1834,FID_MAPPED,
1200-LAN,,992,FID_MAPPED,
1201-LBI,,3002,FID_MAPPED,
1202-LOE,,6291,FID_MAPPED,
1203-LOE,,3643,FID_MAPPED,
1204-LOE,,30321,FID_MAPPED,
1205-LOL,,458,FID_MAPPED,
1206-MAR,,8968,FID_MAPPED,
1207-MIC,,26264,FID_MAPPED,
1208-MNTB,,23711,FID_MAPPED,
1209-MNTB,,52002,FID_MAPPED,
1210-MNTB,,4193,FID_MAPPED,
1211-MNTB,,11784,FID_MAPPED,
1212-MNTB,,18861,FID_MAPPED,
1213-MNTB,,45692,FID_MAPPED,
1214-MNTB,,33443,FID_MAPPED,
1215-MNTB,,832,FID_MAPPED,
1216-MNTB,,4023,FID_MAPPED,
1217-MONT,,2381,FID_MAPPED,
1218-MOS,,11613,FID_MAPPED,
1219-MOS,,5951,FID_MAPPED,
1220-MOS,,28805,FID_MAPPED,
1221-MOS,,730,FID_MAPPED,
1222-NRO,,31247,FID_MAPPED,
1223-NRO,,1063,FID_MAPPED,
1224-APO,,925,FID_MAPPED,
1225-PAC,,514,FID_MAPPED,
1226-PAC,,18471,FID_MAPPED,
1227-PAC,,34506,FID_MAPPED,
1228-PAC,,54323,FID_MAPPED,
1229-PAC,,3747,FID_MAPPED,
1230-PAC,,48903,FID_MAPPED,
1231-PAC,,37698,FID_MAPPED,
1232-PAC,,526,FID_MAPPED,
1233-PAC,,46038,FID_MAPPED,
1234-PAC,,53453,FID_MAPPED,
1235-PAC,,521,FID_MAPPED,
1236-PAL,,1695,FID_MAPPED,
1237-PIN,,1522,FID_MAPPED,
1238-PRA,,3794,FID_MAPPED,
1239-PRA,,31045,FID_MAPPED,
1240-PRA,,15754,FID_MAPPED,
1241-PRA,,43402,FID_MAPPED,
1242-PRA,,18882,FID_MAPPED,
1243-PRA,,31116,FID_MAPPED,
1244-PRA,,1044,FID_MAPPED,
1245-PRA,,1044,FID_MAPPED,
1246-RAL,,1198,FID_MAPPED,
1247-RAL,,18598,FID_MAPPED,
1248-RAL,,48482,FID_MAPPED,
1249-RAL,,894,FID_MAPPED,
1250-RAL,,896,FID_MAPPED,
1251-ROM,,,UNCLASSIFIED_NO_FID,NO_FID_AND_NOT_IN_TERMINAL_AUDIT
1252-RCAV,,838,FID_MAPPED,
1253-RCAV,,26217,FID_MAPPED,
1254-RCAV,,848,FID_MAPPED,
1256-ROC,,1426,FID_MAPPED,
1257-SFER,,659,FID_MAPPED,
1258-SFER,,26777,FID_MAPPED,
1259-SHU,,14746,FID_MAPPED,
1260-TMU,,705,FID_MAPPED,
1261-TMU,,706,FID_MAPPED,
1262-TMU,,704,FID_MAPPED,
1263-TRU,,24719,FID_MAPPED,
1264-TRU,,30050,FID_MAPPED,
1265-TRU,,16027,FID_MAPPED,
1266-TRU,,46287,FID_MAPPED,
1267-TRU,,39678,FID_MAPPED,
1268-VAL,,19558,FID_MAPPED,
1269-VAL,,29601,FID_MAPPED,
1270-VAN,,44864,FID_MAPPED,
1271-VAN,,1098,FID_MAPPED,
1272-VER,,637,FID_MAPPED,
1273-VER,,59417,FID_MAPPED,
1274-VER,,40031,FID_MAPPED,
1275-VER,,16657,FID_MAPPED,
1276-VIC,,13857,FID_MAPPED,
1277-YZLO,,736,FID_MAPPED,
1278-YZLO,,735,FID_MAPPED,
1279-YZLO,,30240,FID_MAPPED,
1280-YZLO,,5521,FID_MAPPED,
1281-YZLO,,18841,FID_MAPPED,
1282-YZLO,,12602,FID_MAPPED,
1283-YZLO,,24473,FID_MAPPED,
1284-YZLO,,1031,FID_MAPPED,
1285-YZLO,,31050,FID_MAPPED,
1286-YZLO,,562,FID_MAPPED,
1287-YZLO,,1032,FID_MAPPED,
1288-YZLO,,32269,FID_MAPPED,
1289-YZLO,,100,FID_MAPPED,
1290-ZAD,,39359,FID_MAPPED,
1476-NRO,,64730,FID_MAPPED,
1477-HER,,65147,FID_MAPPED,
1478-HUG,,62744,FID_MAPPED,
1479-HER,,59799,FID_MAPPED,
1480-ARM,,64501,FID_MAPPED,
1481-EON,,15944,FID_MAPPED,
1482-VIC,,1461,FID_MAPPED,
1483-DSQ,,12937,FID_MAPPED,
1484-VAL,,55963,FID_MAPPED,
1485-TMU,,49503,FID_MAPPED,
1486-TRU,,13067,FID_MAPPED,
1487-PAC,,18899,FID_MAPPED,
1488-LBI,,629,FID_MAPPED,
1489-DAV,,35819,FID_MAPPED,
1490-DRC,,58714,FID_MAPPED,
1491-CAL,,45709,FID_MAPPED,
1492-ABE,,40775,FID_MAPPED,
1493-ACQ,,1687,FID_MAPPED,
1494-BOD,,31568,FID_MAPPED,
1495-BRB,,60795,FID_MAPPED,
1496-BRB,,1000,FID_MAPPED,
1497-BYR,,32777,FID_MAPPED,
1498-BYR,,3575,FID_MAPPED,
1499-BYR,,27040,FID_MAPPED,
1500-BYR,,63031,FID_MAPPED,
1501-CAR,,40373,FID_MAPPED,
1502-CHA,,62194,FID_MAPPED,
1503-DRC,,17218,FID_MAPPED,
1504-DON,,53501,FID_MAPPED,
1505-EST,,59242,FID_MAPPED,
1507-HUG,,59228,FID_MAPPED,
1508-KIL,,62615,FID_MAPPED,
1509-KIL,,14206,FID_MAPPED,
1510-KIL,,14330,FID_MAPPED,
1511-KIL,,15925,FID_MAPPED,
1512-KIL,,15926,FID_MAPPED,
1513-KIL,,90174,FID_MAPPED,
1514-KIL,,14329,FID_MAPPED,
1515-LAN,,64639,FID_MAPPED,
1516-LAN,,58825,FID_MAPPED,
1517-MOS,,51589,FID_MAPPED,
1518-RAL,,825,FID_MAPPED,
1519-YZLO,,60081,FID_MAPPED,
1520-YZLO,,62318,FID_MAPPED,
1521-ZAD,,60794,FID_MAPPED,
1522-ZAD,,64313,FID_MAPPED,
1523-AFN,,27357,FID_MAPPED,
1524-AMG,,15295,FID_MAPPED,
1525-AMG,,919,FID_MAPPED,
1526-AL HAR,,,UNCLASSIFIED_NO_FID,NO_FID_AND_NOT_IN_TERMINAL_AUDIT
1528-KUR,,46066,FID_MAPPED,
1529-BDIK,,51468,FID_MAPPED,
1530-INI,,30993,FID_MAPPED,
1531-PARF,,56036,FID_MAPPED,
1532-ROJ,,47480,FID_MAPPED,
1533-SERG,,2760,FID_MAPPED,
1534-SWI,,6672,FID_MAPPED,
1535-BOA,,18518,FID_MAPPED,
1536-BOA,,55770,FID_MAPPED,
1537-CHA,,61036,FID_MAPPED,
1538-FRE,,56095,FID_MAPPED,
1539-ORT,,45475,FID_MAPPED,
1542-JOM,,46186,FID_MAPPED,
1545-MNT,,3763,FID_MAPPED,
1546-TMFO,,62707,FID_MAPPED,
1547-TMFO,,12766,FID_MAPPED,
1548-TMFO,,56737,FID_MAPPED,
1549-TMFO,,31696,FID_MAPPED,
1550-YAN,,,TERMINAL_NO_FID,NON_PERSONAL_FRAGRANCE
1551-VICT,,54073,FID_MAPPED,
1552-VER,,13064,FID_MAPPED,
1553-MNT,,57384,FID_MAPPED,
1554-VICT,,63685,FID_MAPPED,
1555-GUR,,62811,FID_MAPPED,
1556-CHA,,56712,FID_MAPPED,
1557-FRE,,56516,FID_MAPPED,
1558-TMFO,,64698,FID_MAPPED,
1559-VICT,,32693,FID_MAPPED,
1612-LTN,,40499,FID_MAPPED,
1613-FRE,,28407,FID_MAPPED,
1614-FRE,,52195,FID_MAPPED,
1615-FRE,,47332,FID_MAPPED,
1616-MDI,,5937,FID_MAPPED,
1617-MNT,,4059,FID_MAPPED,
1618-NISH,,54785,FID_MAPPED,
1619-NISH,,37602,FID_MAPPED,
1620-GUR,,3345,FID_MAPPED,
1621-NAS,,62775,FID_MAPPED,
1622-FRA,,44128,FID_MAPPED,
1623-ARM,,31209,FID_MAPPED,
1624-XER,,55782,FID_MAPPED,
1625-KIL,,22614,FID_MAPPED,
1626-BON,,3258,FID_MAPPED,
1627-CLIV,,50752,FID_MAPPED,
1628-AL HAR,,19945,FID_MAPPED,
1629-AL HAR,,48224,FID_MAPPED,
1630-GUL,,68074,FID_MAPPED,
1631-DRC,,68198,FID_MAPPED,
1632-PAC,,68226,FID_MAPPED,
1633-PAC,,65177,FID_MAPPED,
1634-BRB,,68627,FID_MAPPED,
1635-XER,,11801,FID_MAPPED,
1636-KIL,,31395,FID_MAPPED,
1637-CRD,,4261,FID_MAPPED,
1638-XER,,21617,FID_MAPPED,
1639-TER,,25120,FID_MAPPED,
1640-GUC,,53088,FID_MAPPED,
1641-KHAL,,22911,FID_MAPPED,
1642-VICT,,37895,FID_MAPPED,
1643-GUL,,53187,FID_MAPPED,
1644-DRC,,68415,FID_MAPPED,
1648-FRE,,1024,FID_MAPPED,
1649-GIV,,62491,FID_MAPPED,
1650-LAN,,65156,FID_MAPPED,
1651-TMU,,68354,FID_MAPPED,
1652-DRC,,68905,FID_MAPPED,
1653-MAN,,15210,FID_MAPPED,
1654-ACQ,,1681,FID_MAPPED,
1655-JOM,,48318,FID_MAPPED,
1656-LOC,,41970,FID_MAPPED,
1657-TMU,,35590,FID_MAPPED,
1658-GUR,,14681,FID_MAPPED,
1659-CHRA,,6714,FID_MAPPED,
1660-ESCE,,845,FID_MAPPED,
1669-PARF,,62101,FID_MAPPED,
1670-NAS,,4292,FID_MAPPED,
1671-KIL,,56402,FID_MAPPED,
1672-KIL,,23899,FID_MAPPED,
1673-XER,,16450,FID_MAPPED,
1674-KUR,,61779,FID_MAPPED,
1675-NRO,,60867,FID_MAPPED,
1676-CAL,,60172,FID_MAPPED,
1677-BYR,,50934,FID_MAPPED,
1678-BYR,,58572,FID_MAPPED,
1679-BYR,,31931,FID_MAPPED,
1680-DRC,,58665,FID_MAPPED,
1681-MNT,,18021,FID_MAPPED,
1682-HER,,27,FID_MAPPED,
1683-HER,,53373,FID_MAPPED,
1684-GIV,,36,FID_MAPPED,
1685-FRE,,2793,FID_MAPPED,
1686-PRA,,48682,FID_MAPPED,
1693-BYR,,65525,FID_MAPPED,
1694-TMFO,,21401,FID_MAPPED,
1695-TMFO,,66125,FID_MAPPED,
1696-CRD,,7510,FID_MAPPED,
1697-LEL,,31872,FID_MAPPED,
1698-LEL,,6329,FID_MAPPED,
1699-LTN,,60031,FID_MAPPED,
1700-MNT,,12299,FID_MAPPED,
1701-TOSC,,5796,FID_MAPPED,
1702-KUR,,14610,FID_MAPPED,
1703-CAL,,68225,FID_MAPPED,
1704-CAR,,65988,FID_MAPPED,
1706-KIL,,18931,FID_MAPPED,
1718-TER,,30624,FID_MAPPED,
1719-MEM,,68292,FID_MAPPED,
1720-LEL,,6328,FID_MAPPED,
1721-BLG,,66122,FID_MAPPED,
1722-CRD,,13390,FID_MAPPED,
1723-TMFO,,40089,FID_MAPPED,
1726-MNTB,,60962,FID_MAPPED,
1727-LAN,,67578,FID_MAPPED,
1728-ARM,,68596,FID_MAPPED,
1729-CAR,,65560,FID_MAPPED,
1730-HER,,67667,FID_MAPPED,
1731-VICT,,68550,FID_MAPPED,
1732-MIC,,68626,FID_MAPPED,
1733-BYR,,69858,FID_MAPPED,
1734-TMFO,,69008,FID_MAPPED,
1735-XER,,41149,FID_MAPPED,
1736-PRFRO,,11700,FID_MAPPED,
1737-GIV,,68404,FID_MAPPED,
1743-LBI,,1185,FID_MAPPED,
1744-CLI,,31761,FID_MAPPED,
1745-SERG,,2762,FID_MAPPED,
