shobi_code,shobi_name,brand_hint,brand_catalog_size,classification,margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_spell,cand1_recall,cand1_precision,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_spell,cand2_recall,cand2_precision,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_spell,cand3_recall,cand3_precision,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_spell,cand4_recall,cand4_precision,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_spell,cand5_recall,cand5_precision,cand5_url,cand6_id,cand6_brand,cand6_name,cand6_score,cand6_spell,cand6_recall,cand6_precision,cand6_url,cand7_id,cand7_brand,cand7_name,cand7_score,cand7_spell,cand7_recall,cand7_precision,cand7_url,cand8_id,cand8_brand,cand8_name,cand8_score,cand8_spell,cand8_recall,cand8_precision,cand8_url,cand9_id,cand9_brand,cand9_name,cand9_score,cand9_spell,cand9_recall,cand9_precision,cand9_url,cand10_id,cand10_brand,cand10_name,cand10_score,cand10_spell,cand10_recall,cand10_precision,cand10_url
825-MIC,Wonderlust,,55556,WEAK,0.0930,105736,Asad Siddiki,Wanderlust,0.5580,0.9000,0.0000,0.0000,https://www.fragrantica.com/perfume/Asad-Siddiki/Wanderlust-105736.html,116462,Anima Aromatics,Wonder,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Anima-Aromatics/Wonder-116462.html,57658,Aristocrazy,Wonder,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Aristocrazy/Wonder-57658.html,13119,Coeur d Esprit Natural Perfumes,Wonder,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Coeur-d-Esprit-Natural-Perfumes/Wonder-13119.html,39257,Disney,Wonder,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Disney/Wonder-39257.html,25616,Comme des Garcons,Wonderoud,0.4568,0.7368,0.0000,0.0000,https://www.fragrantica.com/perfume/Comme-des-Garcons/Wonderoud-25616.html,96213,We Pink,Wonderful,0.4568,0.7368,0.0000,0.0000,https://www.fragrantica.com/perfume/We-Pink/Wonderful-96213.html,107553,Adopt Parfums,Wonderful,0.4568,0.7368,0.0000,0.0000,https://www.fragrantica.com/perfume/Adopt-Parfums/Wonderful-107553.html,19401,American Beauty,Wonderful,0.4568,0.7368,0.0000,0.0000,https://www.fragrantica.com/perfume/American-Beauty/Wonderful-19401.html,93772,DOCUMENTS wen xian,Wonder ji lu gui tu,0.4464,0.7200,0.0000,0.0000,https://www.fragrantica.com/perfume/DOCUMENTS-wen-xian/Wonder-ji-lu-gui-tu-93772.html
827-MISN,Missoni,,55556,WEAK,0.0545,116867,Alan Bray,L Homme Mission,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Alan-Bray/L-Homme-Mission-116867.html,115290,Di Caprio Parfum,Miso Mi,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Di-Caprio-Parfum/Miso-Mi-115290.html,101005,Rasasi,Miss,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Rasasi/Miss-101005.html,129469,Cricket Avenue,Miss,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Cricket-Avenue/Miss-129469.html,139088,DKHOUN,MISS,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/DKHOUN/MISS-139088.html,20230,Dzintars,Miss 1,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Dzintars/Miss-1-20230.html,20231,Dzintars,Miss 2,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Dzintars/Miss-2-20231.html,20232,Dzintars,Miss 3,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Dzintars/Miss-3-20232.html,20233,Dzintars,Miss 4,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Dzintars/Miss-4-20233.html,20295,Dzintars,Miss 5,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Dzintars/Miss-5-20295.html
840-NAO,Naomi Campbell,,55556,WEAK,0.0159,28691,Cigar,Aromatic Amber,0.4292,0.6923,0.0000,0.0000,https://www.fragrantica.com/perfume/Cigar/Aromatic-Amber-28691.html,89490,Atelier Vesper,Amica Mea,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Atelier-Vesper/Amica-Mea-89490.html,139648,Bottega Verde,Noci Caramellate,0.3986,0.6429,0.0000,0.0000,https://www.fragrantica.com/perfume/Bottega-Verde/Noci-Caramellate-139648.html,105012,Analisa Parfums,La Campanella,0.3968,0.6400,0.0000,0.0000,https://www.fragrantica.com/perfume/Analisa-Parfums/La-Campanella-105012.html,42808,Dans un Jardin,Mirabella,0.3945,0.6364,0.0000,0.0000,https://www.fragrantica.com/perfume/Dans-un-Jardin/Mirabella-42808.html,21065,DSH Perfumes,Mirabella,0.3945,0.6364,0.0000,0.0000,https://www.fragrantica.com/perfume/DSH-Perfumes/Mirabella-21065.html,103366,Arabiyat Prestige,Hypnotic Amber,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Arabiyat-Prestige/Hypnotic-Amber-103366.html,73774,Amira Parfums,Hypnotic Amber,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Amira-Parfums/Hypnotic-Amber-73774.html,75916,Antos Cosmesi Naturale,Ma Joie Camille,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Antos-Cosmesi-Naturale/Ma-Joie-Camille-75916.html,29024,Clive Christian,No 1 Imperial For Men,0.3774,0.6087,0.0000,0.0000,https://www.fragrantica.com/perfume/Clive-Christian/No-1-Imperial-For-Men-29024.html
850-NIN,L'AIR DU TEMPS,,55556,REVIEW,0.0597,133310,Bontemps Paris,Amoureux du temps,0.6997,0.7200,0.6667,0.6667,https://www.fragrantica.com/perfume/Bontemps-Paris/Amoureux-du-temps-133310.html,88719,Dzintars,Temps,0.6400,0.6667,0.3333,1.0000,https://www.fragrantica.com/perfume/Dzintars/Temps-88719.html,89022,Camille Leguay,La Nuit des Temps,0.5275,0.6667,0.3333,0.2500,https://www.fragrantica.com/perfume/Camille-Leguay/La-Nuit-des-Temps-89022.html,134665,Atelier Segall Barutti,L air Bleu du Marroc,0.5259,0.4800,0.6667,0.5000,https://www.fragrantica.com/perfume/Atelier-Segall-Barutti/L-air-Bleu-du-Marroc-134665.html,3405,Kenzo,Air Intense,0.5237,0.6000,0.3333,0.5000,https://www.fragrantica.com/perfume/Kenzo/Air-Intense-3405.html,22575,Guerlain,Le Parfum du 68 Extrait Le Passeur du Temps,0.5213,0.5128,0.6667,0.3333,https://www.fragrantica.com/perfume/Guerlain/Le-Parfum-du-68-Extrait-Le-Passeur-du-Temps-22575.html,75,Kenzo,Air,0.5128,0.4615,0.3333,1.0000,https://www.fragrantica.com/perfume/Kenzo/Air-75.html,57904,Anna Pegova,Air,0.5128,0.4615,0.3333,1.0000,https://www.fragrantica.com/perfume/Anna-Pegova/Air-57904.html,70819,ATUM,Air,0.5128,0.4615,0.3333,1.0000,https://www.fragrantica.com/perfume/ATUM/Air-70819.html,29911,AXE,Air,0.5128,0.4615,0.3333,1.0000,https://www.fragrantica.com/perfume/AXE/Air-29911.html
851-NIN,L Extase,,55556,REVIEW,0.2740,4671,Giorgio Armani,Onde Extase,0.7700,0.7500,1.0000,0.5000,https://www.fragrantica.com/perfume/Giorgio-Armani/Onde-Extase-4671.html,125399,Arabiyat Prestige,Extradose Femme,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Arabiyat-Prestige/Extradose-Femme-125399.html,125398,Arabiyat Prestige,Extradose Homme,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Arabiyat-Prestige/Extradose-Homme-125398.html,129006,Adopt Parfums,Extasia,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Adopt-Parfums/Extasia-129006.html,96009,Aquaflor Firenze,Ex Tasis,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Aquaflor-Firenze/Ex-Tasis-96009.html,140579,Bujairami,Extra Pulse,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Bujairami/Extra-Pulse-140579.html,10093,Bond No 9,Texas,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Bond-No-9/Texas-10093.html,47870,Victoria s Secret,Tease,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-47870.html,50825,Victoria s Secret,Tease Eau de Parfum,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Eau-de-Parfum-50825.html,133225,Victoria s Secret,Tease,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-133225.html
852-NIN,Luna,,55556,REVIEW,0.0000,31811,Natura,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Natura/Luna-31811.html,38351,Penhaligon s,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Penhaligon-s/Luna-38351.html,80273,Xerjoff,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Xerjoff/Luna-80273.html,123193,Armaf,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Armaf/Luna-123193.html,97684,MAISON ASRAR,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/MAISON-ASRAR/Luna-97684.html,116094,Riiffs Perfumes,R Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Riiffs-Perfumes/R-Luna-116094.html,83045,Aaron Terence Hughes,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Aaron-Terence-Hughes/Luna-83045.html,124243,AMD Perfumes,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/AMD-Perfumes/Luna-124243.html,106477,Anfar 1950,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Anfar-1950/Luna-106477.html,139645,Dolce,Luna,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Dolce/Luna-139645.html
853-NIN,NINA,,55556,REVIEW,0.0077,83150,Nina Ricci,Nina Le Parfum,0.8010,0.8000,1.0000,0.5000,https://www.fragrantica.com/perfume/Nina-Ricci/Nina-Le-Parfum-83150.html,84711,Ascania,Nina Nina,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Ascania/Nina-Nina-84711.html,127353,MAISON ASRAR,Infina,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/MAISON-ASRAR/Infina-127353.html,30163,Blumarine,Ninfea,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Blumarine/Ninfea-30163.html,26545,Al Haramain Perfumes,Nima,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Nima-26545.html,96038,Tiziana Terenzi,Idna,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Idna-96038.html,65884,Zara,Anna,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Zara/Anna-65884.html,34618,American Crew,Nine,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/American-Crew/Nine-34618.html,57901,Anna Pegova,Anna,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Anna-Pegova/Anna-57901.html,49188,Au Pays de la Fleur d Oranger,L Eau de Gina,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Au-Pays-de-la-Fleur-d-Oranger/L-Eau-de-Gina-49188.html
854-NIN,the fragrance otes of NINA ROUGE,,55556,WEAK,0.0085,13603,Mugler,The Taste of Fragrance Angel,0.4977,0.5333,0.4000,0.5000,https://www.fragrantica.com/perfume/Mugler/The-Taste-of-Fragrance-Angel-13603.html,52316,DedCool,Fragrance 05 Spring,0.4892,0.6341,0.2000,0.3333,https://www.fragrantica.com/perfume/DedCool/Fragrance-05-Spring-52316.html,13602,Mugler,The Taste of Fragrance Womanity,0.4770,0.5000,0.4000,0.5000,https://www.fragrantica.com/perfume/Mugler/The-Taste-of-Fragrance-Womanity-13602.html,26322,Rasasi,Rasasi Pour Homme L eau Rouge,0.4753,0.5714,0.2000,0.5000,https://www.fragrantica.com/perfume/Rasasi/Rasasi-Pour-Homme-L-eau-Rouge-26322.html,86761,The Dua Brand,Fragrance No 1,0.4753,0.5714,0.2000,0.5000,https://www.fragrantica.com/perfume/The-Dua-Brand/Fragrance-No-1-86761.html,73723,Alrehab Oriental,ESTINA ROUGE,0.4753,0.5714,0.2000,0.5000,https://www.fragrantica.com/perfume/Alrehab-Oriental/ESTINA-ROUGE-73723.html,13605,Mugler,The Taste of Fragrance A Men,0.4710,0.4500,0.4000,0.6667,https://www.fragrantica.com/perfume/Mugler/The-Taste-of-Fragrance-A-Men-13605.html,124732,Bourjois,Waves of Fragrance,0.4710,0.4500,0.4000,0.6667,https://www.fragrantica.com/perfume/Bourjois/Waves-of-Fragrance-124732.html,13604,Mugler,The Taste of Fragrance Alien,0.4701,0.4889,0.4000,0.5000,https://www.fragrantica.com/perfume/Mugler/The-Taste-of-Fragrance-Alien-13604.html,78463,Armaf,The Pride Of Armaf For Women Rouge,0.4694,0.4878,0.4000,0.5000,https://www.fragrantica.com/perfume/Armaf/The-Pride-Of-Armaf-For-Women-Rouge-78463.html
857-ONE,You  I,,55556,REVIEW,0.0000,101004,Rasasi,For You,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Rasasi/For-You-101004.html,112305,AENYOE1,You,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/AENYOE1/You-112305.html,52386,AXE,You,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/AXE/You-52386.html,115253,BEAUTIFUL INDIA,YOU,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/BEAUTIFUL-INDIA/YOU-115253.html,22515,Cindy C,C For You,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Cindy-C/C-For-You-22515.html,72224,Cult For,You,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Cult-For/You-72224.html,32617,Desigual,You,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Desigual/You-32617.html,98124,Dyad,You I,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Dyad/You-I-98124.html,22981,Elizabeth Arden,It s You,0.7700,0.7500,1.0000,0.5000,https://www.fragrantica.com/perfume/Elizabeth-Arden/It-s-You-22981.html,116003,The Dua Brand,For You Sir,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/The-Dua-Brand/For-You-Sir-116003.html
867-PAL,PALOMA PICASSO,,55556,WEAK,0.0000,25102,Aziza World Fragrances,Pandora s Passion,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Aziza-World-Fragrances/Pandora-s-Passion-25102.html,122604,Cirrus Parfum,Palomino,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Cirrus-Parfum/Palomino-122604.html,39679,Aromatica,Aromatica Eau de Toilette,0.3945,0.6364,0.0000,0.0000,https://www.fragrantica.com/perfume/Aromatica/Aromatica-Eau-de-Toilette-39679.html,127610,Simone Andreoli,Palm Oases,0.3945,0.6364,0.0000,0.0000,https://www.fragrantica.com/perfume/Simone-Andreoli/Palm-Oases-127610.html,136887,biblioteka aromatov,Picasso Girl Before a Mirror,0.3936,0.3889,0.5000,0.2500,https://www.fragrantica.com/perfume/biblioteka-aromatov/Picasso-Girl-Before-a-Mirror-136887.html,26035,Natura,Amasso,0.3916,0.6316,0.0000,0.0000,https://www.fragrantica.com/perfume/Natura/Amasso-26035.html,21590,Arabian Oud,Almass,0.3916,0.6316,0.0000,0.0000,https://www.fragrantica.com/perfume/Arabian-Oud/Almass-21590.html,68051,Athena Fragrances,Palais,0.3916,0.6316,0.0000,0.0000,https://www.fragrantica.com/perfume/Athena-Fragrances/Palais-68051.html,130407,Deo Beauty,La Mia Passione,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Deo-Beauty/La-Mia-Passione-130407.html,71517,Natura,Pomar de Limas,0.3774,0.6087,0.0000,0.0000,https://www.fragrantica.com/perfume/Natura/Pomar-de-Limas-71517.html
868-PARH,Heiress Limited Edition Eau de Parfum (2015),,55556,WEAK,0.0000,31575,Avon,Imari 2015,0.5620,0.6000,0.5000,0.5000,https://www.fragrantica.com/perfume/Avon/Imari-2015-31575.html,31197,Chloe,Chloe Eau de Toilette 2015,0.5620,0.6000,0.5000,0.5000,https://www.fragrantica.com/perfume/Chloe/Chloe-Eau-de-Toilette-2015-31197.html,31850,Jimmy Choo,Stars Edition 2015,0.5620,0.6000,0.5000,0.5000,https://www.fragrantica.com/perfume/Jimmy-Choo/Stars-Edition-2015-31850.html,31507,Carolina Herrera,CH 2015,0.5547,0.5882,0.5000,0.5000,https://www.fragrantica.com/perfume/Carolina-Herrera/CH-2015-31507.html,29730,Yves Saint Laurent,Paris Premieres Roses 2015,0.5172,0.5882,0.5000,0.2500,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Paris-Premieres-Roses-2015-29730.html,31965,Beauty Brand Development,Babe 2015,0.5163,0.5263,0.5000,0.5000,https://www.fragrantica.com/perfume/Beauty-Brand-Development/Babe-2015-31965.html,17579,Givenchy,Un Air d Escapade 2015,0.5068,0.5714,0.5000,0.2500,https://www.fragrantica.com/perfume/Givenchy/Un-Air-d-Escapade-2015-17579.html,56563,Roja Dove,NueWa 2015 Edition,0.5000,0.5000,0.5000,0.5000,https://www.fragrantica.com/perfume/Roja-Dove/NueWa-2015-Edition-56563.html,32097,Beauty Brand Development,Tribe 2015,0.5000,0.5000,0.5000,0.5000,https://www.fragrantica.com/perfume/Beauty-Brand-Development/Tribe-2015-32097.html,31574,Avon,Imari Elixir 2015,0.4988,0.5385,0.5000,0.3333,https://www.fragrantica.com/perfume/Avon/Imari-Elixir-2015-31574.html
892-RCAV,JUST HER - ROBERTO CAVALLI,,55556,WEAK,0.0231,5659,Avon,Just Play for Her,0.4862,0.4375,0.5000,0.6667,https://www.fragrantica.com/perfume/Avon/Just-Play-for-Her-5659.html,86959,ALT Fragrances,Just Porto,0.4632,0.5333,0.2500,0.5000,https://www.fragrantica.com/perfume/ALT-Fragrances/Just-Porto-86959.html,80909,The Dua Brand,Just Another Bergamot Cologne,0.4485,0.5500,0.2500,0.3333,https://www.fragrantica.com/perfume/The-Dua-Brand/Just-Another-Bergamot-Cologne-80909.html,139239,Marc Jacobs,Just Perfect,0.4425,0.5000,0.2500,0.5000,https://www.fragrantica.com/perfume/Marc-Jacobs/Just-Perfect-139239.html,106642,Fragrance World,Just Choco,0.4218,0.4667,0.2500,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/Just-Choco-106642.html,48164,Croatian Perfume House,Just Wow The Beat,0.4175,0.5000,0.2500,0.3333,https://www.fragrantica.com/perfume/Croatian-Perfume-House/Just-Wow-The-Beat-48164.html,104698,Fragrance World,Just Lychee,0.4125,0.4516,0.2500,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/Just-Lychee-104698.html,97477,O Boticario,Her Code Touch,0.4081,0.4848,0.2500,0.3333,https://www.fragrantica.com/perfume/O-Boticario/Her-Code-Touch-97477.html,86241,The Dua Brand,Her Great Life,0.4081,0.4848,0.2500,0.3333,https://www.fragrantica.com/perfume/The-Dua-Brand/Her-Great-Life-86241.html,41589,David LISS Parfums,Just For Women,0.4059,0.3200,0.2500,1.0000,https://www.fragrantica.com/perfume/David-LISS-Parfums/Just-For-Women-41589.html
893-RCAV,NERO ASSOLUTO - CAVALLI,,55556,WEAK,0.0160,104577,Alberto Allegretti,Vetiver Assoluto,0.5164,0.5882,0.3333,0.5000,https://www.fragrantica.com/perfume/Alberto-Allegretti/Vetiver-Assoluto-104577.html,41151,Tiziana Terenzi,Dubhe Assoluto,0.5004,0.5625,0.3333,0.5000,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Dubhe-Assoluto-41151.html,46232,Acqua del Garda,Gelsomino Assoluto,0.4961,0.5556,0.3333,0.5000,https://www.fragrantica.com/perfume/Acqua-del-Garda/Gelsomino-Assoluto-46232.html,36704,Tiziana Terenzi,Tyl Assoluto,0.4823,0.5333,0.3333,0.5000,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Tyl-Assoluto-36704.html,91984,Culti,Tabacco Assoluto,0.4799,0.5294,0.3333,0.5000,https://www.fragrantica.com/perfume/Culti/Tabacco-Assoluto-91984.html,28008,Valentino,Valentina Rosa Assoluto,0.4677,0.5500,0.3333,0.3333,https://www.fragrantica.com/perfume/Valentino/Valentina-Rosa-Assoluto-28008.html,139221,Brioni,Brioni Eau de Parfum Mare Assoluto,0.4618,0.5405,0.3333,0.3333,https://www.fragrantica.com/perfume/Brioni/Brioni-Eau-de-Parfum-Mare-Assoluto-139221.html,38158,Tiziana Terenzi,Adhil Assoluto,0.4617,0.5000,0.3333,0.5000,https://www.fragrantica.com/perfume/Tiziana-Terenzi/Adhil-Assoluto-38158.html,15514,Valentino,Valentina Assoluto,0.4617,0.5000,0.3333,0.5000,https://www.fragrantica.com/perfume/Valentino/Valentina-Assoluto-15514.html,18964,Valentino,Valentina Oud Assoluto,0.4446,0.5128,0.3333,0.3333,https://www.fragrantica.com/perfume/Valentino/Valentina-Oud-Assoluto-18964.html
894-RCAV,Paradiso,,55556,REVIEW,0.0000,74932,AzherOud,Paradiso,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/AzherOud/Paradiso-74932.html,84286,AzherOud,Paradiso,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/AzherOud/Paradiso-84286.html,30395,Bi es,Paradiso,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Bi-es/Paradiso-30395.html,119667,Dermacol,Paradiso,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Dermacol/Paradiso-119667.html,139647,Bottega Verde,Torta Paradiso,0.7774,0.7619,1.0000,0.5000,https://www.fragrantica.com/perfume/Bottega-Verde/Torta-Paradiso-139647.html,41724,O Boticario,Coffee Man Paradiso,0.7559,0.7273,1.0000,0.5000,https://www.fragrantica.com/perfume/O-Boticario/Coffee-Man-Paradiso-41724.html,41723,O Boticario,Coffee Woman Paradiso,0.7559,0.7273,1.0000,0.5000,https://www.fragrantica.com/perfume/O-Boticario/Coffee-Woman-Paradiso-41723.html,2509,Benetton,Paradiso Inferno Man,0.7363,0.6957,1.0000,0.5000,https://www.fragrantica.com/perfume/Benetton/Paradiso-Inferno-Man-2509.html,2511,Benetton,Paradiso Inferno Woman,0.7363,0.6957,1.0000,0.5000,https://www.fragrantica.com/perfume/Benetton/Paradiso-Inferno-Woman-2511.html,61930,AKParfume,Fiori Del Paradiso,0.6933,0.6667,1.0000,0.3333,https://www.fragrantica.com/perfume/AKParfume/Fiori-Del-Paradiso-61930.html
895-RCAV,SERPENTINE - CAVALLI,,55556,REVIEW,0.0000,24924,Comme des Garcons,Serpentine,0.7243,0.7407,0.5000,1.0000,https://www.fragrantica.com/perfume/Comme-des-Garcons/Serpentine-24924.html,95364,Sorce,Serpentine,0.7243,0.7407,0.5000,1.0000,https://www.fragrantica.com/perfume/Sorce/Serpentine-95364.html,111383,Alfred Ritchy,Serpentia,0.4292,0.6923,0.0000,0.0000,https://www.fragrantica.com/perfume/Alfred-Ritchy/Serpentia-111383.html,92167,Atrujja,Exponential Vanilla,0.3897,0.6286,0.0000,0.0000,https://www.fragrantica.com/perfume/Atrujja/Exponential-Vanilla-92167.html,9087,Caesars World,Ferentina,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Caesars-World/Ferentina-9087.html,101586,Duomo Perfume House,Seravalle,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Duomo-Perfume-House/Seravalle-101586.html,12169,Elizabeth Arden,Green Tea Camellia,0.3758,0.6061,0.0000,0.0000,https://www.fragrantica.com/perfume/Elizabeth-Arden/Green-Tea-Camellia-12169.html,42249,Atelier Cologne,Clementine California,0.3686,0.5946,0.0000,0.0000,https://www.fragrantica.com/perfume/Atelier-Cologne/Clementine-California-42249.html,19907,Demeter Fragrance,Turpentine,0.3674,0.5926,0.0000,0.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Turpentine-19907.html,76688,Aromag yan lan,Secret Deal,0.3674,0.5926,0.0000,0.0000,https://www.fragrantica.com/perfume/Aromag-yan-lan/Secret-Deal-76688.html
896-RCAV,Splendid-vanilla,,55556,REVIEW,0.0915,47949,Alexandria Fragrances,Splendid Vanille,0.7687,0.9333,0.5000,0.5000,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Splendid-Vanille-47949.html,89044,Victoria s Secret,Spiced Vanilla,0.6771,0.7857,0.5000,0.5000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Spiced-Vanilla-89044.html,115577,Al Rehab,Spanish Vanilla,0.6603,0.7586,0.5000,0.5000,https://www.fragrantica.com/perfume/Al-Rehab/Spanish-Vanilla-115577.html,75680,Angel Schlesser,Opulent Vanilla,0.6603,0.7586,0.5000,0.5000,https://www.fragrantica.com/perfume/Angel-Schlesser/Opulent-Vanilla-75680.html,80600,Antiqua Firenze,Opulent Vanilla,0.6603,0.7586,0.5000,0.5000,https://www.fragrantica.com/perfume/Antiqua-Firenze/Opulent-Vanilla-80600.html,61986,Theodoros Kalotinis,Vanilla,0.6595,0.6364,0.5000,1.0000,https://www.fragrantica.com/perfume/Theodoros-Kalotinis/Vanilla-61986.html,88588,Tom Ford,Vanilla,0.6595,0.6364,0.5000,1.0000,https://www.fragrantica.com/perfume/Tom-Ford/Vanilla-88588.html,121968,Aimee,VANILLA,0.6595,0.6364,0.5000,1.0000,https://www.fragrantica.com/perfume/Aimee/VANILLA-121968.html,104156,Alchemia,Vanilla,0.6595,0.6364,0.5000,1.0000,https://www.fragrantica.com/perfume/Alchemia/Vanilla-104156.html,8134,Alyssa Ashley,Vanilla,0.6595,0.6364,0.5000,1.0000,https://www.fragrantica.com/perfume/Alyssa-Ashley/Vanilla-8134.html
