shobi_code,shobi_name,brand_hint,brand_catalog_size,classification,margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_spell,cand1_recall,cand1_precision,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_spell,cand2_recall,cand2_precision,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_spell,cand3_recall,cand3_precision,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_spell,cand4_recall,cand4_precision,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_spell,cand5_recall,cand5_precision,cand5_url,cand6_id,cand6_brand,cand6_name,cand6_score,cand6_spell,cand6_recall,cand6_precision,cand6_url,cand7_id,cand7_brand,cand7_name,cand7_score,cand7_spell,cand7_recall,cand7_precision,cand7_url,cand8_id,cand8_brand,cand8_name,cand8_score,cand8_spell,cand8_recall,cand8_precision,cand8_url,cand9_id,cand9_brand,cand9_name,cand9_score,cand9_spell,cand9_recall,cand9_precision,cand9_url,cand10_id,cand10_brand,cand10_name,cand10_score,cand10_spell,cand10_recall,cand10_precision,cand10_url
236-IND,ZUM FRANKINCENSE & MYRRH,,55556,REVIEW,0.0000,6425,Czech Speake,Frankincense and Myrrh Cologne,0.8731,0.9189,0.6667,1.0000,https://www.fragrantica.com/perfume/Czech-Speake/Frankincense-and-Myrrh-Cologne-6425.html,72255,Czech Speake,Frankincense Myrrh Eau de Parfum,0.8731,0.9189,0.6667,1.0000,https://www.fragrantica.com/perfume/Czech-Speake/Frankincense-Myrrh-Eau-de-Parfum-72255.html,30758,Demeter Fragrance,Frankincense,0.6917,0.7500,0.3333,1.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Frankincense-30758.html,125887,Ahmed Soliman,Frankincense,0.6917,0.7500,0.3333,1.0000,https://www.fragrantica.com/perfume/Ahmed-Soliman/Frankincense-125887.html,60306,Atelier Segall Barutti,Myrrhe Frankincense,0.5759,0.6842,0.3333,0.5000,https://www.fragrantica.com/perfume/Atelier-Segall-Barutti/Myrrhe-Frankincense-60306.html,25410,Crabtree Evelyn,Moroccan Myrrh,0.4898,0.5455,0.3333,0.5000,https://www.fragrantica.com/perfume/Crabtree-Evelyn/Moroccan-Myrrh-25410.html,85522,Swiss Arabian,SECRET FRANKINCENSE CPO,0.4896,0.5854,0.3333,0.3333,https://www.fragrantica.com/perfume/Swiss-Arabian/SECRET-FRANKINCENSE-CPO-85522.html,85523,Swiss Arabian,PRIVATE FRANKINCENSE CPO,0.4810,0.5714,0.3333,0.3333,https://www.fragrantica.com/perfume/Swiss-Arabian/PRIVATE-FRANKINCENSE-CPO-85523.html,45497,Demeter Fragrance,Myrrh,0.4747,0.4000,0.3333,1.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Myrrh-45497.html,92842,Alexandria Fragrances,Mysterio De Myrrh,0.4523,0.4848,0.3333,0.5000,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Mysterio-De-Myrrh-92842.html
237-JOM,A Shot Of Thai Over Mango - Jo Malone,jo malone london,221,WEAK,0.0171,8922,Jo Malone London,Verbenas of Provence,0.3033,0.3556,0.1429,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Verbenas-of-Provence-8922.html,44050,Jo Malone London,Star Magnolia,0.2862,0.4615,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Star-Magnolia-44050.html,17686,Jo Malone London,Bitter Orange Chocolate,0.2842,0.4583,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Bitter-Orange-Chocolate-17686.html,72614,Jo Malone London,Bitter Mandarin,0.2722,0.4390,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Bitter-Mandarin-72614.html,42349,Jo Malone London,Tobacco Mandarin,0.2657,0.4286,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Tobacco-Mandarin-42349.html,70264,Jo Malone London,Starlit Mandarin Honey,0.2638,0.4255,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Starlit-Mandarin-Honey-70264.html,54458,Jo Malone London,Frangipani Flower Cologne,0.2595,0.4186,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Frangipani-Flower-Cologne-54458.html,54456,Jo Malone London,Star Magnolia Cologne 2019,0.2595,0.4186,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Star-Magnolia-Cologne-2019-54456.html,66483,Jo Malone London,Frangipani Flower,0.2595,0.4186,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Frangipani-Flower-66483.html,2279,Jo Malone London,Orange Blossom,0.2480,0.4000,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Blossom-2279.html
238-JOM,A Shot Of Oud Over Mango - Jo Malone,jo malone london,221,WEAK,0.0341,12928,Jo Malone London,Oud Bergamot,0.3425,0.3784,0.1429,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Oud-Bergamot-12928.html,8922,Jo Malone London,Verbenas of Provence,0.3083,0.3636,0.1429,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Verbenas-of-Provence-8922.html,136694,Jo Malone London,Rose Oud Leather Cologne Intense,0.3078,0.3830,0.1429,0.2500,https://www.fragrantica.com/perfume/Jo-Malone-London/Rose-Oud-Leather-Cologne-Intense-136694.html,70264,Jo Malone London,Starlit Mandarin Honey,0.2696,0.4348,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Starlit-Mandarin-Honey-70264.html,54458,Jo Malone London,Frangipani Flower Cologne,0.2657,0.4286,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Frangipani-Flower-Cologne-54458.html,66483,Jo Malone London,Frangipani Flower,0.2657,0.4286,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Frangipani-Flower-66483.html,17686,Jo Malone London,Bitter Orange Chocolate,0.2638,0.4255,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Bitter-Orange-Chocolate-17686.html,44050,Jo Malone London,Star Magnolia,0.2611,0.4211,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Star-Magnolia-44050.html,55758,Jo Malone London,Velvet Rose Oud Cologne Intense,0.2591,0.3043,0.1429,0.2500,https://www.fragrantica.com/perfume/Jo-Malone-London/Velvet-Rose-Oud-Cologne-Intense-55758.html,71509,Jo Malone London,Velvet Rose Oud Cologne Intense,0.2591,0.3043,0.1429,0.2500,https://www.fragrantica.com/perfume/Jo-Malone-London/Velvet-Rose-Oud-Cologne-Intense-71509.html
257-JOM,GREEN ORANGE & CORIANDER - JO MALONE,jo malone london,221,WEAK,0.0000,59428,Jo Malone London,Lavender Coriander Cologne,0.4517,0.5333,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-Cologne-59428.html,35882,Jo Malone London,Lavender Coriander,0.4517,0.5333,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-35882.html,94355,Jo Malone London,Orange Marmalade,0.4382,0.5116,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Marmalade-94355.html,41360,Jo Malone London,Orange Bitters,0.3932,0.4390,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Bitters-41360.html,2279,Jo Malone London,Orange Blossom,0.3932,0.4390,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Blossom-2279.html,66882,Jo Malone London,Orange Peel Cologne,0.3821,0.4211,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Peel-Cologne-66882.html,17686,Jo Malone London,Bitter Orange Chocolate,0.3744,0.4490,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Bitter-Orange-Chocolate-17686.html,115320,Jo Malone London,Orange Bitters Cologne 2025,0.3440,0.4000,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Bitters-Cologne-2025-115320.html,54457,Jo Malone London,Orange Blossom Cologne 2019,0.3440,0.4000,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Blossom-Cologne-2019-54457.html,87710,Jo Malone London,Orange Bitters Cologne 2023,0.3440,0.4000,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Bitters-Cologne-2023-87710.html
258-JOM,GREEN TOMATO LEAF - JO MALONE,jo malone london,221,WEAK,0.0282,48320,Jo Malone London,Green Wheat Meadowsweet,0.4060,0.5000,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Green-Wheat-Meadowsweet-48320.html,46197,Jo Malone London,Green Almond Redcurrant,0.3778,0.4545,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Green-Almond-Redcurrant-46197.html,11489,Jo Malone London,Fresh Mint Leaf,0.3716,0.4444,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Fresh-Mint-Leaf-11489.html,87709,Jo Malone London,Green Almond Redcurrant Cologne 2023,0.3418,0.4167,0.2000,0.2500,https://www.fragrantica.com/perfume/Jo-Malone-London/Green-Almond-Redcurrant-Cologne-2023-87709.html,36751,Jo Malone London,Jade Leaf Tea,0.3148,0.3529,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Jade-Leaf-Tea-36751.html,11490,Jo Malone London,Sweet Lemon,0.3006,0.4848,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lemon-11490.html,48318,Jo Malone London,Oat Cornflower,0.2756,0.4444,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Oat-Cornflower-48318.html,94355,Jo Malone London,Orange Marmalade,0.2611,0.4211,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Marmalade-94355.html,57381,Jo Malone London,Rose Magnolia,0.2480,0.4000,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Rose-Magnolia-57381.html,60223,Jo Malone London,Gardenia Oud Absolu,0.2480,0.4000,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Gardenia-Oud-Absolu-60223.html
261-JOM,INCENSE & EMBERS - JO MALONE,jo malone london,221,WEAK,0.0000,29737,Jo Malone London,Incense Cedrat,0.4972,0.5882,0.2500,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Incense-Cedrat-29737.html,31772,Jo Malone London,Incense Cedrat Limited Edition,0.4972,0.5882,0.2500,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Incense-Cedrat-Limited-Edition-31772.html,3782,Jo Malone London,Nectarine Blossom Honey,0.2952,0.4762,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Nectarine-Blossom-Honey-3782.html,58613,Jo Malone London,Violet Amber Absolu,0.2937,0.4737,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Violet-Amber-Absolu-58613.html,94355,Jo Malone London,Orange Marmalade,0.2756,0.4444,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Marmalade-94355.html,49714,Jo Malone London,Jasmine Sambac Marigold,0.2657,0.4286,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Jasmine-Sambac-Marigold-49714.html,90256,Jo Malone London,Emerald Thyme Cologne,0.2630,0.4242,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Emerald-Thyme-Cologne-90256.html,59428,Jo Malone London,Lavender Coriander Cologne,0.2611,0.4211,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-Cologne-59428.html,35882,Jo Malone London,Lavender Coriander,0.2611,0.4211,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-35882.html,5582,Jo Malone London,Amber Lavender,0.2553,0.4118,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Amber-Lavender-5582.html
279-JOM,PINK VETIVER - JO MALONE,jo malone london,221,WEAK,0.1066,58393,Jo Malone London,Vetiver Golden Vanilla,0.4254,0.5128,0.2500,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Vetiver-Golden-Vanilla-58393.html,8278,Jo Malone London,Black Vetyver Cafe,0.3189,0.5143,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Black-Vetyver-Cafe-8278.html,2291,Jo Malone London,Vetyver,0.2862,0.4615,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Vetyver-2291.html,59428,Jo Malone London,Lavender Coriander Cologne,0.2756,0.4444,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-Cologne-59428.html,35882,Jo Malone London,Lavender Coriander,0.2756,0.4444,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-35882.html,11490,Jo Malone London,Sweet Lemon,0.2566,0.4138,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lemon-11490.html,94355,Jo Malone London,Orange Marmalade,0.2553,0.4118,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Marmalade-94355.html,96902,Jo Malone London,Hinoki Cedarwood,0.2553,0.4118,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Hinoki-Cedarwood-96902.html,40419,Jo Malone London,Basil Neroli,0.2480,0.4000,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Basil-Neroli-40419.html,3782,Jo Malone London,Nectarine Blossom Honey,0.2480,0.4000,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Nectarine-Blossom-Honey-3782.html
282-JOM,POMELO - JO MALONE,jo malone london,221,WEAK,0.0479,36749,Jo Malone London,Oolong Tea,0.3235,0.5217,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Oolong-Tea-36749.html,5582,Jo Malone London,Amber Lavender,0.2756,0.4444,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Amber-Lavender-5582.html,94355,Jo Malone London,Orange Marmalade,0.2566,0.4138,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Marmalade-94355.html,45696,Jo Malone London,Poptastic Orange Blossom Cologne,0.2411,0.3889,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Poptastic-Orange-Blossom-Cologne-45696.html,5585,Jo Malone London,Lime Basil Mandarin,0.2400,0.3871,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Lime-Basil-Mandarin-5585.html,82494,Jo Malone London,Melancholy Thistle,0.2400,0.3871,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Melancholy-Thistle-82494.html,57381,Jo Malone London,Rose Magnolia,0.2385,0.3846,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Rose-Magnolia-57381.html,90256,Jo Malone London,Emerald Thyme Cologne,0.2385,0.3846,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Emerald-Thyme-Cologne-90256.html,71506,Jo Malone London,Rose Magnolia Cologne,0.2385,0.3846,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Rose-Magnolia-Cologne-71506.html,82496,Jo Malone London,Mallow on the Moor,0.2385,0.3846,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Mallow-on-the-Moor-82496.html
286-JOM,SHARDS OF CEDAR & RED THYME - JO MALONE,jo malone london,221,WEAK,0.0388,35878,Jo Malone London,Sorrel Lemon Thyme,0.3584,0.4444,0.1429,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Sorrel-Lemon-Thyme-35878.html,90256,Jo Malone London,Emerald Thyme Cologne,0.3196,0.3415,0.1429,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Emerald-Thyme-Cologne-90256.html,65928,Jo Malone London,Red Hibiscus Cologne Intense,0.2675,0.2979,0.1429,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Red-Hibiscus-Cologne-Intense-65928.html,5031,Jo Malone London,Sweet Lime Cedar,0.2559,0.2791,0.1429,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lime-Cedar-5031.html,70264,Jo Malone London,Starlit Mandarin Honey,0.2531,0.4082,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Starlit-Mandarin-Honey-70264.html,5484,Jo Malone London,Red Roses,0.2419,0.2162,0.1429,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Red-Roses-5484.html,71507,Jo Malone London,Red Roses Cologne,0.2419,0.2162,0.1429,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Red-Roses-Cologne-71507.html,8922,Jo Malone London,Verbenas of Provence,0.2412,0.2553,0.1429,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Verbenas-of-Provence-8922.html,115318,Jo Malone London,Sandalwood Spiced Apricot,0.2385,0.3846,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Sandalwood-Spiced-Apricot-115318.html,10314,Jo Malone London,English Pear Freesia,0.2374,0.3830,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/English-Pear-Freesia-10314.html
289-JOM,SWEET ALMON & MACARRON - JO MALONE,jo malone london,221,WEAK,0.0250,11490,Jo Malone London,Sweet Lemon,0.4310,0.5000,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lemon-11490.html,5031,Jo Malone London,Sweet Lime Cedar,0.4060,0.5000,0.2000,0.3333,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lime-Cedar-5031.html,11491,Jo Malone London,Sweet Milk,0.3336,0.3429,0.2000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Milk-11491.html,70264,Jo Malone London,Starlit Mandarin Honey,0.3235,0.5217,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Starlit-Mandarin-Honey-70264.html,46197,Jo Malone London,Green Almond Redcurrant,0.2902,0.4681,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Green-Almond-Redcurrant-46197.html,72843,Jo Malone London,Moonlit Camomile,0.2722,0.4390,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Moonlit-Camomile-72843.html,87709,Jo Malone London,Green Almond Redcurrant Cologne 2023,0.2675,0.4314,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Green-Almond-Redcurrant-Cologne-2023-87709.html,3782,Jo Malone London,Nectarine Blossom Honey,0.2638,0.4255,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Nectarine-Blossom-Honey-3782.html,84035,Jo Malone London,English Pear Sweet Pea,0.2488,0.2667,0.2000,0.2500,https://www.fragrantica.com/perfume/Jo-Malone-London/English-Pear-Sweet-Pea-84035.html,31825,Jo Malone London,Mimosa Cardamom,0.2480,0.4000,0.0000,0.0000,https://www.fragrantica.com/perfume/Jo-Malone-London/Mimosa-Cardamom-31825.html
304-KIE,ORIGINAL MUSK,,55556,REVIEW,0.0000,20109,Al Rehab,Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/Original-20109.html,33884,Andree Putman,L Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Andree-Putman/L-Original-33884.html,28944,Anja Rubik,Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Anja-Rubik/Original-28944.html,15816,Bottega Verde,Man Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Bottega-Verde/Man-Original-15816.html,13291,Bronnley,Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Bronnley/Original-13291.html,115317,Christine Lavoisier Parfums,The Man Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Christine-Lavoisier-Parfums/The-Man-Original-115317.html,110494,Riddle,Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Riddle/Original-110494.html,3196,Decleor,L original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Decleor/L-original-3196.html,25632,Denim,Original,0.7610,0.8000,0.5000,1.0000,https://www.fragrantica.com/perfume/Denim/Original-25632.html,110666,Al Ghaliyah,Oriental Musk,0.7067,0.8333,0.5000,0.5000,https://www.fragrantica.com/perfume/Al-Ghaliyah/Oriental-Musk-110666.html
307-LOC,PEONY - L' OCCITANE,l occitane en provence,1,WEAK,0.2157,87134,L Occitane en Provence,Noble Epine,0.2157,0.3478,0.0000,0.0000,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Noble-Epine-87134.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308-LOC,CITRUS VERBENA - L' OCCITANE,l occitane en provence,1,WEAK,0.1200,87134,L Occitane en Provence,Noble Epine,0.1200,0.1935,0.0000,0.0000,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Noble-Epine-87134.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309-LOC,MAGNOLIA & MURE - L' OCCITANE,l occitane en provence,1,WEAK,0.2480,87134,L Occitane en Provence,Noble Epine,0.2480,0.4000,0.0000,0.0000,https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Noble-Epine-87134.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310-MIL,FEUILLES DE TABAC,,55556,WEAK,0.0000,69465,Cherigan,Fleurs de Tabac,0.6550,0.7500,0.5000,0.5000,https://www.fragrantica.com/perfume/Cherigan/Fleurs-de-Tabac-69465.html,41670,Cherigan,Fleurs de Tabac,0.6550,0.7500,0.5000,0.5000,https://www.fragrantica.com/perfume/Cherigan/Fleurs-de-Tabac-41670.html,70364,Attar Al Has,Fleur De Tabac,0.6213,0.6957,0.5000,0.5000,https://www.fragrantica.com/perfume/Attar-Al-Has/Fleur-De-Tabac-70364.html,95637,Maison Alhambra,Tabac,0.6094,0.5556,0.5000,1.0000,https://www.fragrantica.com/perfume/Maison-Alhambra/Tabac-95637.html,113829,Aaron Terence Hughes,Tabac,0.6094,0.5556,0.5000,1.0000,https://www.fragrantica.com/perfume/Aaron-Terence-Hughes/Tabac-113829.html,19389,Abdes Salaam Attars Perfumes,Tabac,0.6094,0.5556,0.5000,1.0000,https://www.fragrantica.com/perfume/Abdes-Salaam-Attars-Perfumes/Tabac-19389.html,8384,DSH Perfumes,Feuilles Leaves,0.6033,0.6667,0.5000,0.5000,https://www.fragrantica.com/perfume/DSH-Perfumes/Feuilles-Leaves-8384.html,88621,Aedes de Venustas,Cafe Tabac,0.5845,0.6364,0.5000,0.5000,https://www.fragrantica.com/perfume/Aedes-de-Venustas/Cafe-Tabac-88621.html,13887,David Jourquin,Cuir Tabac,0.5845,0.6364,0.5000,0.5000,https://www.fragrantica.com/perfume/David-Jourquin/Cuir-Tabac-13887.html,34786,Adopt Parfums,Feuilles de Fraisier,0.5748,0.6207,0.5000,0.5000,https://www.fragrantica.com/perfume/Adopt-Parfums/Feuilles-de-Fraisier-34786.html
311-MOL,amber cocoon-mol,,55556,WEAK,0.0415,19573,Abdes Salaam Attars Perfumes,Amber Chocolate,0.5945,0.7143,0.3333,0.5000,https://www.fragrantica.com/perfume/Abdes-Salaam-Attars-Perfumes/Amber-Chocolate-19573.html,106439,Al Haramain Perfumes,Natural Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Natural-Amber-106439.html,21779,Al Haramain Perfumes,Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Amber-21779.html,20489,Amouage,Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Amouage/Amber-20489.html,12801,Demeter Fragrance,Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Amber-12801.html,27530,Roja Dove,Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Roja-Dove/Amber-27530.html,86630,The Dua Brand,The H Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/The-H-Amber-86630.html,14642,Aftelier,Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Aftelier/Amber-14642.html,125701,Ahmed Soliman,Amber,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Ahmed-Soliman/Amber-125701.html,121911,Aimee,AMBER,0.5530,0.5263,0.3333,1.0000,https://www.fragrantica.com/perfume/Aimee/AMBER-121911.html
312-MOL,black pepper-molΞυλώδες Πικάντικο,,55556,REVIEW,0.0000,8863,Demeter Fragrance,Black Pepper,0.8489,0.8800,0.6667,1.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Black-Pepper-8863.html,114140,Areej,Black Pepper,0.8489,0.8800,0.6667,1.0000,https://www.fragrantica.com/perfume/Areej/Black-Pepper-114140.html,93667,Al Hunaidi,Black Oud Pepper,0.7405,0.7857,0.6667,0.6667,https://www.fragrantica.com/perfume/Al-Hunaidi/Black-Oud-Pepper-93667.html,16835,Dr Taffi,Hemp Black Pepper,0.7237,0.7586,0.6667,0.6667,https://www.fragrantica.com/perfume/Dr-Taffi/Hemp-Black-Pepper-16835.html,85839,The Dua Brand,Black Pepper Vanilla,0.7183,0.7500,0.6667,0.6667,https://www.fragrantica.com/perfume/The-Dua-Brand/Black-Pepper-Vanilla-85839.html,51683,Jo Malone London,Birch Black Pepper,0.7080,0.7333,0.6667,0.6667,https://www.fragrantica.com/perfume/Jo-Malone-London/Birch-Black-Pepper-51683.html,15741,C O Bigelow,Elixir Black Pepper,0.6933,0.7097,0.6667,0.6667,https://www.fragrantica.com/perfume/C-O-Bigelow/Elixir-Black-Pepper-15741.html,59365,Zara,Black Pepper Cedarwood,0.6910,0.7059,0.6667,0.6667,https://www.fragrantica.com/perfume/Zara/Black-Pepper-Cedarwood-59365.html,45675,Bohoboco,Vanilla Black Pepper,0.6796,0.6875,0.6667,0.6667,https://www.fragrantica.com/perfume/Bohoboco/Vanilla-Black-Pepper-45675.html,29421,Acca Kappa,Black Pepper Sandalwood,0.6785,0.6857,0.6667,0.6667,https://www.fragrantica.com/perfume/Acca-Kappa/Black-Pepper-Sandalwood-29421.html
